clean_sector,clean_region,year,quarter,frequency,raw_variable,value,source_file,date
Cross-Border / Trade Partner,Greater China,2012,1,quarterly,  Greater China,270576.0,International Visitor Arrivals By Place Of Residence.csv,2012-03-31
Cross-Border / Trade Partner,Greater China,2012,1,quarterly,    China,201742.0,International Visitor Arrivals By Place Of Residence.csv,2012-03-31
Cross-Border / Trade Partner,Greater China,2012,1,quarterly,    Hong Kong SAR,39000.0,International Visitor Arrivals By Place Of Residence.csv,2012-03-31
Cross-Border / Trade Partner,Greater China,2012,1,quarterly,    Taiwan,27457.0,International Visitor Arrivals By Place Of Residence.csv,2012-03-31
Cross-Border / Trade Partner,Greater China,2012,1,quarterly,    Other Markets In Greater China,2377.0,International Visitor Arrivals By Place Of Residence.csv,2012-03-31
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,  Greater China,182892.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    China,122630.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Hong Kong SAR,36897.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Taiwan,21006.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Other Markets In Greater China,2359.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,  Greater China,195027.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    China,139946.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Hong Kong SAR,33091.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Taiwan,20607.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Other Markets In Greater China,1383.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,  Greater China,246075.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    China,173543.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Hong Kong SAR,47141.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Taiwan,22999.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,2,quarterly,    Other Markets In Greater China,2392.0,International Visitor Arrivals By Place Of Residence.csv,2012-06-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,  Greater China,183313.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    China,128830.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Hong Kong SAR,34584.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Taiwan,18385.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Other Markets In Greater China,1514.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,  Greater China,286756.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    China,206734.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Hong Kong SAR,48138.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Taiwan,27903.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Other Markets In Greater China,3981.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,  Greater China,288258.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    China,201652.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Hong Kong SAR,50113.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Taiwan,33511.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,3,quarterly,    Other Markets In Greater China,2982.0,International Visitor Arrivals By Place Of Residence.csv,2012-09-30
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Hong Kong,5156.3,"Exports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Mainland China,7484.2,"Exports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Taiwan,2122.7,"Exports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Hong Kong,4233.6,"Imports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Mainland China,6996.2,"Imports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,Taiwan,2095.3,"Imports Of Services By Major Trading Partner, Annual.csv",2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,  Greater China,236886.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    China,171109.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Hong Kong SAR,42299.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Taiwan,20995.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Other Markets In Greater China,2483.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,  Greater China,235903.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    China,177112.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Hong Kong SAR,36704.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Taiwan,20223.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Other Markets In Greater China,1864.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,  Greater China,231172.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    China,170529.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Hong Kong SAR,38630.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Taiwan,20456.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2012,4,quarterly,    Other Markets In Greater China,1557.0,International Visitor Arrivals By Place Of Residence.csv,2012-12-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,  Greater China,280596.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    China,205790.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Hong Kong SAR,50220.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Taiwan,22606.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Other Markets In Greater China,1980.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,  Greater China,342660.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    China,252958.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Hong Kong SAR,48473.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Taiwan,39087.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Other Markets In Greater China,2142.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,  Greater China,256173.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    China,189107.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Hong Kong SAR,32438.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Taiwan,32717.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,1,quarterly,    Other Markets In Greater China,1911.0,International Visitor Arrivals By Place Of Residence.csv,2013-03-31
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,  Greater China,243393.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    China,166890.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Hong Kong SAR,43857.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Taiwan,29680.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Other Markets In Greater China,2966.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,  Greater China,263093.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    China,198429.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Hong Kong SAR,40898.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Taiwan,22261.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Other Markets In Greater China,1505.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,  Greater China,293857.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    China,227870.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Hong Kong SAR,40252.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Taiwan,24261.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,2,quarterly,    Other Markets In Greater China,1474.0,International Visitor Arrivals By Place Of Residence.csv,2013-06-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,  Greater China,241300.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    China,179130.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Hong Kong SAR,33514.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Taiwan,27180.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Other Markets In Greater China,1476.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,  Greater China,348046.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    China,242256.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Hong Kong SAR,61337.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Taiwan,40571.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Other Markets In Greater China,3882.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,  Greater China,366741.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    China,248635.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Hong Kong SAR,67662.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Taiwan,47290.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,3,quarterly,    Other Markets In Greater China,3154.0,International Visitor Arrivals By Place Of Residence.csv,2013-09-30
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Hong Kong,5184.6,"Exports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Mainland China,9198.9,"Exports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Taiwan,2165.1,"Exports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Hong Kong,5096.7,"Imports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Mainland China,7983.0,"Imports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,Taiwan,2544.5,"Imports Of Services By Major Trading Partner, Annual.csv",2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,  Greater China,188271.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    China,121232.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Hong Kong SAR,44788.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Taiwan,19212.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Other Markets In Greater China,3039.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,  Greater China,182352.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    China,119618.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Hong Kong SAR,38801.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Taiwan,22197.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Other Markets In Greater China,1736.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,  Greater China,180418.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    China,117955.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Hong Kong SAR,37570.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Taiwan,23246.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2013,4,quarterly,    Other Markets In Greater China,1647.0,International Visitor Arrivals By Place Of Residence.csv,2013-12-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,  Greater China,232681.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    China,165642.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Hong Kong SAR,43218.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Taiwan,22115.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Other Markets In Greater China,1706.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,  Greater China,287243.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    China,203600.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Hong Kong SAR,48440.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Taiwan,32874.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Other Markets In Greater China,2329.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,  Greater China,264443.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    China,188237.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Hong Kong SAR,41909.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Taiwan,32033.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,1,quarterly,    Other Markets In Greater China,2264.0,International Visitor Arrivals By Place Of Residence.csv,2014-03-31
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,  Greater China,167167.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    China,91485.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Hong Kong SAR,47182.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Taiwan,25807.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Other Markets In Greater China,2693.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,  Greater China,172254.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    China,95987.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Hong Kong SAR,47859.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Taiwan,26699.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Other Markets In Greater China,1709.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,  Greater China,224305.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    China,126507.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Hong Kong SAR,69675.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Taiwan,25865.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,2,quarterly,    Other Markets In Greater China,2258.0,International Visitor Arrivals By Place Of Residence.csv,2014-06-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,  Greater China,173014.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    China,105780.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Hong Kong SAR,39931.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Taiwan,25373.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Other Markets In Greater China,1930.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,  Greater China,305291.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    China,174150.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Hong Kong SAR,87173.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Taiwan,38422.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Other Markets In Greater China,5546.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,  Greater China,309197.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    China,180653.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Hong Kong SAR,80808.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Taiwan,44229.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,3,quarterly,    Other Markets In Greater China,3507.0,International Visitor Arrivals By Place Of Residence.csv,2014-09-30
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Hong Kong,5841.4,"Exports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Mainland China,10923.6,"Exports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Taiwan,2557.1,"Exports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Hong Kong,7674.3,"Imports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Mainland China,10355.7,"Imports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,Taiwan,3441.5,"Imports Of Services By Major Trading Partner, Annual.csv",2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,  Greater China,192653.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    China,124615.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Hong Kong SAR,45669.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Taiwan,18577.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Other Markets In Greater China,3792.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,  Greater China,194072.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    China,131731.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Hong Kong SAR,39019.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Taiwan,21240.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Other Markets In Greater China,2082.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,  Greater China,200246.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    China,133993.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Hong Kong SAR,40146.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Taiwan,24197.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2014,4,quarterly,    Other Markets In Greater China,1910.0,International Visitor Arrivals By Place Of Residence.csv,2014-12-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,  Greater China,198908.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    China,130827.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    Hong Kong SAR,41803.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    Taiwan,24694.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    Other Markets In Greater China,1584.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,  Greater China,327971.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    China,238011.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
Cross-Border / Trade Partner,Greater China,2015,1,quarterly,    Hong Kong SAR,46985.0,International Visitor Arrivals By Place Of Residence.csv,2015-03-31
